,location_name,charge_point_operator,owner,full_address,region,island,is_open_24_hours,car_park_count,has_carpark_cost,max_time_limit,number_of_connectors,connectors_list,has_charging_cost,has_tourist_attraction,latitude,longitude,current_type,operative_status_connectors,inoperative_status_connectors,unknown_status_connectors,ac_type_1_tethered_connector,ac_type_2_socketed_connector,dc_type_1_tethered_connector,dc_type_2_tethered_connector,dc_type_1_ccs_connector,dc_type_2_ccs_connector,dc_type_2_socketed_connector,dc_chademo_connector,ac_type_2_tethered_connector,min_ac_type_1_tethered_power_kw,max_ac_type_1_tethered_power_kw,min_ac_type_2_socketed_power_kw,max_ac_type_2_socketed_power_kw,min_dc_type_1_ccs_power_kw,max_dc_type_1_ccs_power_kw,min_dc_type_2_ccs_power_kw,max_dc_type_2_ccs_power_kw,min_dc_type_1_tethered_power_kw,max_dc_type_1_tethered_power_kw,min_dc_type_2_tethered_power_kw,max_dc_type_2_tethered_power_kw,min_dc_type_2_socketed_power_kw,max_dc_type_2_socketed_power_kw,min_dc_chademo_power_kw,max_dc_chademo_power_kw,min_ac_type_2_tethered_power_kw,max_ac_type_2_tethered_power_kw,date_first_operational,operational_month,operational_year
464,Silver Stream,ChargeNet NZ,ChargeNet NZ,"28 Whitemans Rd, Upper Hutt 5019, New Zealand",Wellington,North,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.148489,175.012567,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2019-08-07,8,2019
465,Tawa HPC,ChargeNet NZ,ChargeNet NZ,"24 Main Road, Tawa Wellington, New Zealand",Wellington,North,True,1,True,Unlimited,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 150 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-41.182882,174.824754,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,50,50,,,2024-07-10,7,2024
466,Churton Park,ChargeNet NZ,ChargeNet NZ,"69 Lakewood Ave, Wellington 6037, New Zealand",Wellington,North,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.202821,174.808593,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2019-07-24,7,2019
467,Lower Hutt,ChargeNet NZ,ChargeNet NZ,"515 High Street, Lower Hutt 5010, New Zealand",Wellington,North,True,1,True,Unlimited,4,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.204915,174.912499,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,50,50,,,2024-09-24,9,2024
468,Lower Hutt,ChargeNet NZ,ChargeNet NZ,"1 Stevens Grove, Lower Hutt 5010, New Zealand",Wellington,North,True,1,False,Unlimited,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.211402,174.904391,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,50,,,,,,,25,50,,,2016-08-25,8,2016
469,Johnsonville,ChargeNet NZ,ChargeNet NZ,"Wanaka St, Wellington 6037, New Zealand",Wellington,North,True,1,False,Unlimited,8,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:4},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:4}",True,False,-41.22296,174.804174,DC,8,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2020-12-01,12,2020
470,Petone,ChargeNet NZ,ChargeNet NZ,"114-124 Jackson St, Lower Hutt 5012, New Zealand",Wellington,North,True,1,False,Unlimited,4,"{DC, 200 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.223808,174.872944,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,200,200,,,,,,,50,50,,,2025-04-12,4,2025
471,Karamea,ChargeNet NZ,ChargeNet NZ,"103 Bridge Street, Karamea 7893, NZ",West Coast,South,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.251426,172.128479,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2019-01-11,1,2019
472,Nelson,ChargeNet NZ,Network Tasman Ltd,"14 Alma lane, Nelson 7010, NZ",Nelson,South,True,1,False,Unlimited,3,"{AC, 43 kW, Type 2 Tethered, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1}",True,False,-41.273471,173.286156,Mixed,0,3,0,False,False,False,False,False,True,False,True,True,,,,,,,50,50,,,,,,,50,50,43,43,2025-07-12,7,2025
473,Nelson,ChargeNet NZ,ChargeNet NZ,"75 Vanguard St, Nelson 7010, NZ",Nelson,South,True,1,False,Unlimited,4,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.27519,173.2784,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,50,50,,,2025-06-09,6,2025
474,Havelock,ChargeNet NZ,ChargeNet NZ,"68 Main Rd, Havelock 7100, NZ",Marlborough,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.277922,173.766868,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2018-05-31,5,2018
475,Rodney St,ChargeNet NZ,ChargeNet NZ,"Rodney St, Wellington 6012, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.278398,174.757247,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-10-04,10,2019
476,Karori,ChargeNet NZ,ChargeNet NZ,"236 Karori Rd, Wellington 6012, New Zealand",Wellington,North,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.28381,174.738131,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2019-09-06,9,2019
477,Grey Street,ChargeNet NZ,Contact Energy Ltd,"Grey Street, Wellington 6011, NZ",Wellington,North,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-41.284599,174.776116,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2018-08-28,8,2018
478,Bond St,ChargeNet NZ,ChargeNet NZ,"25 Bond St, Wellington 6011, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.289609,174.776206,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,22,22,,,,,,,,,,,,,,,2019-02-20,2,2019
479,PCTN1,ChargeNet NZ,Marlborough Lines Ltd,"67 High Street, Picton 7220, New Zealand",Marlborough,South,True,1,True,Unlimited,2,"{DC, 200 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-41.291054,174.00668,DC,2,0,0,False,False,False,False,False,True,False,False,False,,,,,,,200,200,,,,,,,,,,,2025-10-01,10,2025
480,Barnett St Carpark,ChargeNet NZ,Contact Energy Ltd,"Barnett Street, Wellington 6011, New Zealand",Wellington,North,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.291425,174.782858,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2018-08-27,8,2018
481,Inglewood Pl,ChargeNet NZ,ChargeNet NZ,"60 Inglewood Place (Corner of Taranaki & Dixon Streets), Wellington 6011, NZ",Taranaki,North,True,1,False,Unlimited,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 60 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-41.292721,174.77848,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,60,60,,,,,,,50,50,,,2025-06-29,6,2025
482,Holloway Rd,ChargeNet NZ,ChargeNet NZ,"Holloway Rd, Wellington 6021, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.294961,174.75864,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-11-12,11,2019
483,Epuni St,ChargeNet NZ,ChargeNet NZ,"Epuni St, Wellington 6021, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.297056,174.765587,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-09-26,9,2019
484,Austin St,ChargeNet NZ,ChargeNet NZ,"Austin St, Wellington 6011, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.298815,174.7869,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-09-26,9,2019
485,Karepa St,ChargeNet NZ,ChargeNet NZ,"Karepa St, Wellington 6021, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.301383,174.759694,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-11-20,11,2019
486,Miramar North Rd,ChargeNet NZ,ChargeNet NZ,"Miramar North Rd, Wellington 6022, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.302333,174.824111,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-11-18,11,2019
487,Wright St,ChargeNet NZ,ChargeNet NZ,"Wright St, Wellington 6021, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.30715,174.773973,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-09-26,9,2019
488,North Coromandel St,ChargeNet NZ,ChargeNet NZ,"9 Coromandel St, Wellington 6021, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.308936,174.785277,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-09-26,9,2019
489,Hall St,ChargeNet NZ,ChargeNet NZ,"Hall St, Wellington 6011, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.310593,174.777546,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-09-26,9,2019
490,South Coromandel St,ChargeNet NZ,ChargeNet NZ,"66 Coromandel St, Wellington 6021, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.311693,174.786123,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-09-26,9,2019
491,Kilbirnie,ChargeNet NZ,ChargeNet NZ,"78 Rongotai Rd, Wellington 6022, New Zealand",Wellington,North,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.318419,174.797143,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2019-10-29,10,2019
492,Wellington Zoo,ChargeNet NZ,ChargeNet NZ,"Manchester Street, Wellington 6021, New Zealand",Wellington,North,True,1,False,Unlimited,4,"{DC, 25 kW, CHAdeMO, Status: Operative, Count:2},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-41.319325,174.784932,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2019-07-24,7,2019
493,Stanley St,ChargeNet NZ,ChargeNet NZ,"66 Stanley St, Wellington 6023, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.323357,174.772457,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2020-03-06,3,2020
494,Melbourne Rd,ChargeNet NZ,ChargeNet NZ,"Melbourne Rd, Wellington 6023, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.329728,174.776479,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-12-05,12,2019
495,Hornsey Rd,ChargeNet NZ,ChargeNet NZ,"Hornsey Rd, Wellington 6023, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.330187,174.785974,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-11-26,11,2019
496,Jackson St,ChargeNet NZ,ChargeNet NZ,"Jackson St, Wellington 6023, NZ",Wellington,North,True,1,False,Unlimited,2,"{AC, 7 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-41.330898,174.780196,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,7,7,,,,,,,,,,,,,,,2019-12-05,12,2019
497,Island Bay,ChargeNet NZ,ChargeNet NZ,"6 Medway St, Wellington 6023, New Zealand",Wellington,North,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.334271,174.773264,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2019-10-04,10,2019
498,Richmond,ChargeNet NZ,Network Tasman Ltd,"280 Queen Street, Richmond 7020, NZ",Nelson,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-41.338061,173.184316,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2018-08-01,8,2018
499,Spring Creek,ChargeNet NZ,ChargeNet NZ,"2226 State Highway 1, Blenheim 7202, NZ",Marlborough,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.460704,173.961785,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2018-05-01,5,2018
500,Blenheim,ChargeNet NZ,ChargeNet NZ,"1 Westwood Avenue, Blenheim 7271, NZ",Marlborough,South,True,1,False,Unlimited,4,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:3},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.509526,173.923111,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,50,50,,,2024-05-09,5,2024
501,Park Terrace,ChargeNet NZ,Marlborough Lines Ltd,"Park Terrace, Blenheim 7201, New Zealand",Marlborough,South,True,1,True,Unlimited,6,"{DC, 150 kW, Type 2 CCS, Status: Operative, Count:5},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.513029,173.960002,DC,6,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,50,50,,,2023-11-01,11,2023
502,Blenheim,ChargeNet NZ,The Warehouse Ltd,"Cnr Kinross and Redwood Streets, Blenheim 7201, NZ",Marlborough,South,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.514732,173.959433,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2021-01-26,1,2021
503,Westport,ChargeNet NZ,ChargeNet NZ,"5 Adderley Street, Westport 7825, NZ",West Coast,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-41.757863,171.598685,DC,0,2,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2018-12-06,12,2018
504,Murchison,ChargeNet NZ,ChargeNet NZ,"Fairfax St, Murchison 7007, NZ",Tasman,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.799545,172.325373,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2023-10-04,10,2023
505,Ward,ChargeNet NZ,ChargeNet NZ,"7326 State Highway 1, Ward 7285, NZ",Marlborough,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-41.829084,174.130996,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2019-05-01,5,2019
506,Reefton,ChargeNet NZ,ChargeNet NZ,"47 Broadway, Reefton 7830, NZ",West Coast,South,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-42.120066,171.866254,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2018-10-02,10,2018
507,Kaikōura,ChargeNet NZ,ChargeNet NZ,"124-128 Beach Rd, Kaikōura 7300, NZ",Canterbury,South,True,1,False,Unlimited,9,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:6},{DC, 50 kW, CHAdeMO, Status: Operative, Count:3}",True,False,-42.387995,173.679475,DC,9,0,0,False,False,False,False,False,True,False,True,False,,,,,,,300,300,,,,,,,50,50,,,2025-05-07,5,2025
508,Kaikōura,ChargeNet NZ,ChargeNet NZ,"51 West End, Kaikōura 7300, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-42.402332,173.682548,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2024-02-14,2,2024
509,Greymouth,ChargeNet NZ,The Warehouse Ltd,"174 Mawhera Quay, Greymouth 7805, NZ",West Coast,South,True,1,False,Unlimited,2,"{DC, 25 kW, Type 2 CCS, Status: Unknown, Count:1},{DC, 25 kW, CHAdeMO, Status: Unknown, Count:1}",True,False,-42.448596,171.215473,DC,0,0,2,False,False,False,False,False,True,False,True,False,,,,,,,25,25,,,,,,,25,25,,,2022-04-01,4,2022
510,Greymouth,ChargeNet NZ,ChargeNet NZ,"13 Tarapuhi Street, Greymouth 7805, New Zealand",West Coast,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-42.450054,171.208751,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2024-01-10,1,2024
511,Hokitika,ChargeNet NZ,ChargeNet NZ,"116 Revell Street, Hokitika 7810, NZ",West Coast,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-42.716811,170.96319,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2018-07-23,7,2018
512,Culverden,ChargeNet NZ,ChargeNet NZ,"27A Mountain View Rd, Culverden 7392, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-42.774278,172.846924,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,50,50,,,2017-12-19,12,2017
513,Cheviot,ChargeNet NZ,ChargeNet NZ,"4 Seddon St, Cheviot 7310, NZ",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-42.812788,173.273014,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2019-05-29,5,2019
514,Arthurs Pass,ChargeNet NZ,ChargeNet NZ,"80 State Highway 73, Arthurs Pass 7875, New Zealand",Canterbury,South,True,1,False,Unlimited,3,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1}",True,False,-42.941842,171.563088,Mixed,3,0,0,False,True,False,False,False,True,False,True,False,,,22,22,,,50,50,,,,,,,50,50,,,2020-10-01,10,2020
515,Amberley,ChargeNet NZ,ChargeNet NZ,"123 Carters Rd, Amberley 7410, NZ",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.156522,172.730383,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2023-05-15,5,2023
516,Castle Hill,ChargeNet NZ,ChargeNet NZ,"3 Castle Hill Dr, Castle Hill 7580, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.208364,171.715379,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2020-10-15,10,2020
517,Ravenswood,ChargeNet NZ,ChargeNet NZ,"10 Bob Robertson Drive, Ravenswood 7691, New Zealand",Canterbury,South,True,1,True,Unlimited,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-43.307983,172.671818,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2023-06-27,6,2023
518,Rangiora,ChargeNet NZ,ChargeNet NZ,"2 Southbrook Rd, Rangiora 7400, NZ",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 75 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-43.324396,172.598728,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,75,75,,,,,,,50,50,,,2025-04-06,4,2025
519,Springfield,ChargeNet NZ,ChargeNet NZ,"SH 73, Springfield 7681, New Zealand",Canterbury,South,True,1,False,Unlimited,3,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Inoperative, Count:1},{DC, 50 kW, CHAdeMO, Status: Inoperative, Count:1}",True,False,-43.33777,171.929037,Mixed,1,2,0,False,True,False,False,False,True,False,True,False,,,22,22,,,50,50,,,,,,,50,50,,,2020-10-22,10,2020
520,Kaiapoi,ChargeNet NZ,ChargeNet NZ,"31 Sewell Street, Kaiapoi 7630, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Unknown, Count:1},{DC, 50 kW, CHAdeMO, Status: Unknown, Count:1}",True,False,-43.381896,172.660077,DC,0,0,2,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2019-06-18,6,2019
521,Franz Josef,ChargeNet NZ,ChargeNet NZ,"63 Cron Street, Franz Joseph Glacier 7886, New Zealand",West Coast,South,True,1,False,Unlimited,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:1},{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 25 kW, CHAdeMO, Status: Inoperative, Count:1},{DC, 25 kW, Type 2 CCS, Status: Operative, Count:1}",True,False,-43.38398,170.184601,DC,3,1,0,False,False,False,False,False,True,False,True,False,,,,,,,25,50,,,,,,,25,50,,,2019-07-09,7,2019
522,Northwood Supa Centa,ChargeNet NZ,ChargeNet NZ,"1 Radcliffe Road, Christchurch 8051, New Zealand",Canterbury,South,True,1,True,Unlimited,4,"{DC, 50 kW, CHAdeMO, Status: Operative, Count:2},{DC, 150 kW, Type 2 CCS, Status: Operative, Count:2}",True,False,-43.4596503134375,172.623372652525,DC,4,0,0,False,False,False,False,False,True,False,True,False,,,,,,,150,150,,,,,,,50,50,,,2025-04-15,4,2025
523,Northwood,ChargeNet NZ,ChargeNet NZ,"2 Mounter Ave, Christchurch 8051, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.460349,172.622245,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2024-02-06,2,2024
524,Prestons,ChargeNet NZ,Orion New Zealand Ltd,"420 Prestons Rd, Christchruch 8083, NZ",Canterbury,South,False,1,False,Unlimited,2,"{AC, 22 kW, Type 2 Socketed, Status: Operative, Count:2}",True,False,-43.474669,172.660965,AC,2,0,0,False,True,False,False,False,False,False,False,False,,,22,22,,,,,,,,,,,,,,,2019-10-14,10,2019
525,Harewood HPC,ChargeNet NZ,ChargeNet NZ,"800 Harewood Rd, Christchurch 8051, New Zealand",Canterbury,South,True,1,True,Unlimited,6,"{DC, 300 kW, Type 2 CCS, Status: Operative, Count:4},{DC, 50 kW, CHAdeMO, Status: Operative, Count:2}",True,False,-43.477822,172.556213,DC,6,0,0,False,False,False,False,False,True,False,True,False,,,,,,,300,300,,,,,,,50,50,,,2024-02-29,2,2024
526,Parklands Library,ChargeNet NZ,Orion New Zealand Ltd,"46 Queenspark Drive, Christchruch 8083, NZ",Canterbury,South,True,1,False,Unlimited,2,"{AC, 22 kW, Type 2 Socketed, Status: Inoperative, Count:2}",True,False,-43.481908,172.706855,AC,0,2,0,False,True,False,False,False,False,False,False,False,,,22,22,,,,,,,,,,,,,,,2019-10-15,10,2019
527,Darfield,ChargeNet NZ,ChargeNet NZ,"33 South Terrace, Darfield 7510, New Zealand",Canterbury,South,True,1,False,Unlimited,2,"{DC, 50 kW, Type 2 CCS, Status: Operative, Count:1},{DC, 50 kW, CHAdeMO, Status: Operative, Count:1}",True,False,-43.489228,172.108133,DC,2,0,0,False,False,False,False,False,True,False,True,False,,,,,,,50,50,,,,,,,50,50,,,2020-03-10,3,2020
